comision_entrante,iniciativa,estado_actual,id_proyecto,titulo,fecha_radicacion
Comision Tercera de Camara de Representantes,Legislativa,Sancionado como Ley,8241,Por la cual se dictan medidas relacionadas con los contratos de deposito de dinero. [Mecanismos gratuitos de retiro del dinero],2015-10-07
Comision Sexta de Camara de Representantes,Legislativa,Archivado por Transito de Legislatura,8240,Por medio de la cual se adiciona un paragrafo nuevo a la Ley 115 de 1994. [Semana de receso escolar],2015-10-07
Comision Primera de Camara de Representantes,Legislativa,Retirado por el Autor,8239,Por medio de la cual se introduce la figura de la experimentacion para entidades territoriales|| se adiciona la Ley 1437 de 2011 y se dictan otras disposiciones. [Experimentacion para entidades territoriales],2015-10-07
Comision Primera de Senado,Legislativa,Retirado por el Autor,8242,Por medio de la cual se modifica el ambito de aplicacion de la Ley Estatutaria 1581 de 2012 y se faculta a la autoridad de proteccion de datos para que proteja los derechos de las colombianas y de los colombianos frente a la recoleccion y el tratamiento internacional de datos personales. [Proteccion de datos],2015-10-13
Comision Segunda de Camara de Representantes,Gubernamental,Sancionado como Ley,8243,Por medio de la cual se modifican algunos articulos de los Decretos Ley 1790 y 1791 de 2000|| modificados por la Ley 1405 de 2010 y se dictan otras disposiciones. [Elimina el grado de teniente general],2015-10-15
Comision Segunda de Senado,Gubernamental,Sancionado como Ley,8245,Por medio de la cual se aprueba el “Acuerdo entre el gobierno de la Republica de Colombia y el gobierno de la Republica Francesa sobre el fomento y proteccion reciprocos de inversiones”|| suscrito en la ciudad de Bogota|| a los 10 dias del mes de julio de 2014. [Acuerdo con Francia sobre proteccion reciproca de inversiones],2015-10-19
Comision Segunda de Senado,Gubernamental,Archivado por Transito de Legislatura,8246,Por medio de la cual se aprueba el “Protocolo de Enmienda del Acuerdo de Marrakech por el que se establece la Organizacion Mundial del Comercio”|| adoptado por el Consejo General de la Organizacion Mundial del Comercio en Ginebra|| Suiza|| el 27 de noviembre de 2014. [Enmienda del Acuerdo de la Organizacion Mundial del Comercio],2015-10-19
Comision Primera de Camara de Representantes,Gubernamental,Archivado por Transito de Legislatura,8247,Por medio de la cual se regula la agencia comercial de bienes. [Agencia comercial de bienes],2015-10-19
Comision Quinta de Senado,Legislativa,Archivado por Transito de Legislatura,8244,Por la cual se modifica el numeral 3 del articulo 51 de la Ley 13 de 1990. [Pesca artesanal],2015-10-19
Comision Primera de Camara de Representantes,Legislativa,Archivado por Transito de Legislatura,8248,Por medio del cual se modifican la ley L40 de 1994|| la Ley 810 de 2003|| la Ley 130 de 1994 y la Ley 222 de 1995 y se dictan diversas disposiciones para complementar la reglamentacion de la publicidad exterior visual en el territorio nacional. [Publicidad exterior visual],2015-10-20
Comision Septima de Senado,Legislativa,Archivado por Transito de Legislatura,8249,Por la cual se dictan normas para suprimir y prohibir la contratacion laboral|| mediante cooperativas de trabajo asociado y demas formas de tercerizacion laboral. [Prohibicion tercerizacion laboral],2015-10-29
Comision Tercera de Camara de Representantes,Legislativa,Sancionado como Ley,8250,Por medio de la cual se modifica la Ley 367 de 1997. [Estampilla Universidad Surcolombiana],2015-10-29
Comision Septima de Camara de Representantes,Legislativa,Archivado por Transito de Legislatura,8251,Por medio de la cual se modifica la Ley 1537 de 2012. [Subsidio familiar con discapacidad],2015-10-29
Comision Septima de Camara de Representantes,Gubernamental,Sancionado como Ley,8252,Por medio de la cual se promueve el empleo y el emprendimiento juvenil|| se genera medidas para superar barreras de acceso al mercado de trabajo y se dictan otras disposiciones. [Empleo juvenil],2015-11-03
Comision Primera de Senado,Legislativa,Archivado por Transito de Legislatura,8256,Por medio de la cual se crean disposiciones para la realizacion y divulgacion de encuestas electorales|| en cargos de eleccion popular|| y se dictan otras disposiciones. [Encuestas electorales],2015-11-04
Comision Septima de Senado,Legislativa,Archivado por Transito de Legislatura,8260,Por el cual se dictan normas de medidas de asistencia y atencion de las personas que hayan sufrido la destruccion irreversible del tejido humano por ataques con agentes quimicos y otras quemaduras|| que generen discapacidad. [Asistencia a personas quemadas],2015-11-04
Comision Sexta de Camara de Representantes,Legislativa,Archivado por Transito de Legislatura,8257,Por medio de la cual se establece la gratuidad para la admision de estudiantes de estratos 1|| 2 y 3 en las instituciones de educacion superior publicas|| y se dictan otras disposiciones. [Gratuidad admision educacion superior publica],2015-11-04
Comision Septima de Senado,Legislativa,Archivado por Transito de Legislatura,8255,Por medio de la cual se modifica el articulo 5º de la Ley 1639 de 2013|| se crean otras medidas de proteccion a favor de las victimas de ataques con sustancias corrosivas y se dictan otras disposiciones. [Medidas de proteccion a favor de las victimas de ataques con sustancias corrosivas],2015-11-04
Comision Tercera de Camara de Representantes,Gubernamental,Sancionado como Ley,8254,Por medio de la cual se fija el regimen propio del monopolio rentistico de licores destilados|| se modifica el impuesto al consumo de licores|| vinos|| aperitivos y similares|| y se dictan otras disposiciones. [Impuestos a licores],2015-11-04
Comision Septima de Camara de Representantes,Legislativa,Archivado por Transito de Legislatura,8253,Por la cual se establecen estimulos laborales para los estudiantes del nivel profesional|| tecnologico y tecnico profesional con los mayores puntajes en el Examen de Calidad para la Educacion Superior (ECAES) y se dictan otras disposiciones. [Estimulos laborales para estudiantes],2015-11-04
Comision Segunda de Camara de Representantes,Gubernamental,Acumulado,8258,Por la cual se reglamenta el servicio de reclutamiento y movilizacion. [Reclutamiento],2015-11-05
Comision Tercera de Camara de Representantes,Legislativa,Retirado por el Autor,8259,Por medio de la cual se crea el impuesto al deporte y se dictan otras disposiciones. [Impuesto al deporte],2015-11-05
Comision Septima de Senado,Legislativa,Archivado por Transito de Legislatura,8261,Por medio de la cual se modifica y se adiciona la Ley 909 de 2004. [Provisionalidad],2015-11-06
Comision Segunda de Senado,Gubernamental,Sancionado como Ley,8263,Por la cual se establecen las normas de conducta del militar colombiano y se expide el Codigo Disciplinario Militar. [Codigo Disciplinario Militar],2015-11-09
Comision Quinta de Camara de Representantes,Legislativa,Archivado por Transito de Legislatura,8265,Por medio del cual se formaliza y estimula el uso del micro seguro agricola para pequennos productores y se dictan otras disposiciones. [Seguro agricola para pequennos productores],2015-11-10
Comision Primera de Camara de Representantes/Comision Primera de Senado,Gubernamental,Archivado en Debate,8264,Por medio de la cual se regulan los procedimientos de la Comision de Aforados y se dictan otras disposiciones. [Reglamenta la Comision de Aforados],2015-11-10
Comision Primera de Camara de Representantes,Legislativa,Archivado por Transito de Legislatura,8267,Por medio de la cual se reforma la Ley 270 de 1996 y se dictan otras disposiciones. [Ley Estatutaria de Administracion de Justicia],2015-11-10
Comision Tercera de Camara de Representantes,Legislativa,Archivado por Transito de Legislatura,8262,Por medio de la cual se regula “el regimen propio del monopolio rentistico sobre licores destilados y alcoholes y se dictan otras disposiciones para homologar el trato impositivo a las bebidas alcoholicas. [Monopolio rentistico de bebidas alcoholicas],2015-11-10
Comision Septima de Camara de Representantes,Legislativa,Retirado por el Autor,8266,Por la cual se expide el Codigo de etica para la fonoaudiologia en Colombia. [Codigo de etica para la fonoaudiologia],2015-11-10
Comision Primera de Senado,Legislativa,Archivado por Transito de Legislatura,8268,Por medio de la cual se regula la enajenacion de la propiedad accionaria del nivel nacional y se dictan otras disposiciones. [Enajenacion de la propiedad accionaria|| Isagen],2015-11-11
Comision Septima de Senado,Legislativa,Archivado por Transito de Legislatura,8270,Por la cual se establece la categoria de Hospital Publico Universitario|| se fija una fuente especial de financiacion y se dictan otras disposiciones. [Hospitales publicos universitarios],2015-11-19
Comision Sexta de Camara de Representantes,Legislativa,Archivado por Transito de Legislatura,8272,Por medio de la cual se modifica la Ley 1286 de 2009|| se transforma al Departamento Administrativo de Ciencia|| Tecnologia e Innovacion Colciencias|| en el Ministerio de Ciencia|| Tecnologia e Innovacion se fortalece el Sistema Nacional de Ciencia|| Tecnologia e Innovacion en Colombia y se dictan otras disposiciones. [Colciencias],2015-11-19
Comision Quinta de Camara de Representantes,Legislativa,Archivado por Transito de Legislatura,8269,Por medio del cual se impulsa el uso de bolsas reutilizables y se compromete a toda la cadena de produccion|| utilizacion y postconsumo a desmontar paulatinamente el uso de bolsas plasticas de unico uso|| inutiles y no reutilizables y se dictan otras disposiciones. [Uso de bolsas reutilizables],2015-11-19
Comision Primera de Senado,Legislativa,Retirado por el Autor,8271,Por medio del cual se regula la indemnizacion de los dannos a la persona en los procesos de responsabilidad. [Indemnizaciones],2015-11-19
Comision Tercera de Camara de Representantes,Legislativa,Archivado por Transito de Legislatura,8280,Por medio de la cual se establece un limite al incremento anual del impuesto predial unificado producto de actualizaciones catastrales y se dictan otras disposiciones. [Limites al impuesto predial],2015-11-20
Comision Septima de Senado,Legislativa,Aprobado Informe de Objeciones,8277,Por medio de la cual se establecen lineamientos para el trabajo desarrollado por las personas que prestan sus servicios en los programas de atencion integral a la primera infancia del Instituto Colombiano de Bienestar Familiar Icbf|| sus derechos laborales y se dictan otras disposiciones. [Derechos laborales madres comunitarias],2015-11-25
Comision Sexta de Senado,Legislativa,Archivado por Transito de Legislatura,8276,Por medio de la cual se crea el servicio privado de transporte mediante plataformas tecnologicas y se dictan otras disposiciones. [Transporte privado y plataformas tecnologicas|| Uber],2015-11-25
Comision Segunda de Senado,Gubernamental,Sancionado como Ley,8274,Por medio de la cual se aprueba el “Tratado de Libre Comercio entre la Republica de Colombia y el Estado de Israel”|| hecho en Jerusalen|| Israel|| el 30 de septiembre de 2013 y el “canje de notas entre la Republica de Colombia y el Estado de Israel|| por medio de la cual se corrigen errores tecnicos del Tratado de Libre Comercio entre la Republica de Colombia y el Estado de Israel|| efectuado el 13 de noviembre de 2015. [Tratado de Libre Comercio entre Colombia e Israel],2015-11-25
Comision Septima de Senado,Legislativa,Archivado por Transito de Legislatura,8278,Por medio del cual se derogan las disposiciones que no lograron los efectos practicos para la generacion de empleo Ley 789 de 2002. [Horas extras],2015-11-25
